Freq [GHz],"ang_deg(S(2,1)) [deg] - dins='25.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='25.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='26.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='26.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='27.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='27.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='28.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='28.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='29.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='29.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='30.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='30.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='31.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='31.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='32.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='32.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='33.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='33.6um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='34.1um' ws='7.1um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='3.1um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='3.35um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='3.6um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='3.85um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='4.1um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='4.35um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='4.6um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='4.85um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='5.1um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='5.35um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='5.6um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='5.85um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='6.1um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='6.35um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='6.6um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='6.85um'","ang_deg(S(2,1)) [deg] - dins='34.6um' ws='7.1um'"
1,-1.015053098,-1.030568004,-1.036620298,-0.943158748,-0.984611277,-0.95910394,-1.048679424,-1.064050635,-1.047988679,-1.087777549,-1.019234131,-1.080738126,-1.036568516,-1.015034465,1.056882676,-1.016267401,-1.076932183,-1.033374838,-1.015470042,-0.927686501,-0.721209854,-1.001595123,-1.085274428,-1.020079445,-1.158151967,-1.11623161,-1.197856799,-0.682899879,-1.174680465,-1.066996707,-1.295565558,-1.144566371,-1.053112367,-1.127394542,-1.021897035,-1.145694944,-1.015811325,-0.914673007,-1.058586138,-1.097966906,-1.076070883,-1.053811353,-1.082178134,-1.186948606,-0.959113873,-1.140387227,-0.99199839,-1.04668708,-1.177435895,-1.048415102,-1.16756305,-1.026872696,-0.920517431,-1.078806172,-0.91591144,-1.073242382,-1.149045613,-1.099959312,-0.992479155,-1.162053174,-1.084713876,-1.212708975,-1.098185253,-1.029417097,-1.070073733,-1.284603443,-1.113484095,-1.098537678,-0.941877109,-1.00215466,-1.052099495,-0.835998785,-1.060012899,-1.128601557,-1.078792291,-0.98611938,-1.240991918,-1.146139815,-0.842399251,-1.143655047,-1.079179851,-1.127083123,-0.989892088,-1.025862024,-1.284252765,-3.630452748,-0.495143672,-1.063704647,-1.022376212,-1.126901047,-0.951203862,-1.07041877,-1.135675192,-1.149174022,-1.085413882,-0.944844413,-1.029780939,-1.131898738,-1.100783882,-1.137751311,-0.969351706,-1.080807191,-0.878545374,-1.162130071,-1.069931652,-1.243574352,-0.598264949,-0.988325465,-1.159696303,-1.118878482,-1.245117625,-1.074373379,-0.847412951,-1.139238709,-1.175041118,-1.141629112,-1.138820028,-1.097383308,-1.33028464,-1.07442379,-0.966228536,-0.873852233,-1.476936723,-1.801530963,-1.138054826,-1.123257056,-1.540336878,-1.039571596,-1.343347793,-1.323133614,-1.077660679,-1.323800064,-1.109829782,-1.286611475,-1.143680167,-1.081324465,-1.106965676,-0.914878133,-1.05324634,-1.187277534,-0.988924904,-1.309263112,-1.130201268,-1.26500605,-1.206145506,-1.19748716,-0.805118182,-1.336491169,-1.173843158,-1.127247001,-1.124420517,-1.156498233,-1.144180594,-1.11278135,-1.172000493,-1.134382315,-1.198493453,-1.060364028,-1.158861989,-1.083018565,-1.226528227,-1.397646495,-1.375796784,-1.199390217,-1.047961293,-1.238288824,-1.122998215,-1.405438274,-1.166089968,-1.16930727,-1.165187221,-1.089606003,-1.152679998,-1.148279232,-1.094129176,-1.123716838,-1.173802723,-1.288488156,-1.122466861,-1.300246723,-1.161391748,-1.119397484,-1.232681766,-1.260805894,-1.171994737,-1.145283853,-1.245991029,-1.102564614,-1.249667697,-1.010990935,-1.202027998,-1.16762816,-0.845949757,-0.871906343,-1.39095993,-1.214453216,-1.358886184,-1.040311081,-1.168092376,-1.333723281,-1.285052081,-1.22074025,-1.206534293,-1.220461166,-1.15780625,-1.220597315,-1.759124383,-1.120616282,-1.485151243,-1.583928995,-1.395664806,-1.454441171,-1.279498353,-1.574221482,-1.590473199,-1.080399276,-1.300621945,-1.332682899,-1.310378507,-1.246938128,-1.199254516,-1.108791454,-1.096083645,-1.549059433,-1.166438399,-1.360062793,-1.134701226,-1.224841103,-1.263035172,-1.413250165,-1.54215466,-1.22073401,-1.418340815,-1.165787742,-1.194610911,-1.329134664,-1.165308381,-1.296223627,-1.118927579,-1.198427688,-1.217132224,-1.178581285,-0.90415169,-1.318288661,-1.453475812,-1.392202288,-1.202965351,-1.618319332,-1.031667387,-1.155214393,-1.273166194,-1.227704755,-1.279006809,-1.354275258,-1.286869739,-1.256763789,-1.039339472,-1.101147783,-0.899018099,-1.189114448,-1.304858227,-1.256765464,-1.485608442,-1.323037234,-1.332198471,-0.861939073,-1.206241175,-1.273279931,-1.257908309,-1.351119651,-1.327262019,-1.325749659,-1.114527466,-1.35686577,-1.444563235,-1.210881568,-1.358962007,-1.356635752,-1.309042352,-1.304289659,-1.369323716,-1.426324864,-1.274973955,-1.251205622,-1.348244976,-1.370915978,-1.194669537,-1.371346792,-1.330585774,-1.025356597,-1.574649295,-1.381603635,-1.286274213,-1.315385888,-1.364893975,-1.589481638,-1.219057962,-1.299570177,-0.926035119,-1.369621785,-1.143105348,-1.295147793,-1.358558049,-1.381485371,-1.297089826,-1.351656957,-1.227923581,-1.509841255,-1.397128386,-1.150976028,-0.845272354,-1.342877384,-1.444012638,-1.444395727,-1.827735177,-1.108231683,-1.216899663,-1.316337912,-1.406602518,-1.225064279,-1.400393503,-1.350200881,-1.395043944
