"Freq [GHz]","dB(S(1,1)) [] - L0='27.5mm' W0='35mm'","dB(S(1,1)) [] - L0='27.6mm' W0='35mm'","dB(S(1,1)) [] - L0='27.7mm' W0='35mm'","dB(S(1,1)) [] - L0='27.8mm' W0='35mm'","dB(S(1,1)) [] - L0='27.9mm' W0='35mm'","dB(S(1,1)) [] - L0='28mm' W0='35mm'","dB(S(1,1)) [] - L0='28.1mm' W0='35mm'","dB(S(1,1)) [] - L0='28.2mm' W0='35mm'","dB(S(1,1)) [] - L0='28.3mm' W0='35mm'","dB(S(1,1)) [] - L0='28.4mm' W0='35mm'","dB(S(1,1)) [] - L0='28.5mm' W0='35mm'","dB(S(1,1)) [] - L0='27.5mm' W0='35.5mm'","dB(S(1,1)) [] - L0='27.6mm' W0='35.5mm'","dB(S(1,1)) [] - L0='27.7mm' W0='35.5mm'","dB(S(1,1)) [] - L0='27.8mm' W0='35.5mm'","dB(S(1,1)) [] - L0='27.9mm' W0='35.5mm'","dB(S(1,1)) [] - L0='28mm' W0='35.5mm'","dB(S(1,1)) [] - L0='28.1mm' W0='35.5mm'","dB(S(1,1)) [] - L0='28.2mm' W0='35.5mm'","dB(S(1,1)) [] - L0='28.3mm' W0='35.5mm'","dB(S(1,1)) [] - L0='28.4mm' W0='35.5mm'","dB(S(1,1)) [] - L0='28.5mm' W0='35.5mm'","dB(S(1,1)) [] - L0='27.5mm' W0='36mm'","dB(S(1,1)) [] - L0='27.6mm' W0='36mm'","dB(S(1,1)) [] - L0='27.7mm' W0='36mm'","dB(S(1,1)) [] - L0='27.8mm' W0='36mm'","dB(S(1,1)) [] - L0='27.9mm' W0='36mm'","dB(S(1,1)) [] - L0='28mm' W0='36mm'","dB(S(1,1)) [] - L0='28.1mm' W0='36mm'","dB(S(1,1)) [] - L0='28.2mm' W0='36mm'","dB(S(1,1)) [] - L0='28.3mm' W0='36mm'","dB(S(1,1)) [] - L0='28.4mm' W0='36mm'","dB(S(1,1)) [] - L0='28.5mm' W0='36mm'","dB(S(1,1)) [] - L0='27.5mm' W0='36.5mm'","dB(S(1,1)) [] - L0='27.6mm' W0='36.5mm'","dB(S(1,1)) [] - L0='27.7mm' W0='36.5mm'","dB(S(1,1)) [] - L0='27.8mm' W0='36.5mm'","dB(S(1,1)) [] - L0='27.9mm' W0='36.5mm'","dB(S(1,1)) [] - L0='28mm' W0='36.5mm'","dB(S(1,1)) [] - L0='28.1mm' W0='36.5mm'","dB(S(1,1)) [] - L0='28.2mm' W0='36.5mm'","dB(S(1,1)) [] - L0='28.3mm' W0='36.5mm'","dB(S(1,1)) [] - L0='28.4mm' W0='36.5mm'","dB(S(1,1)) [] - L0='28.5mm' W0='36.5mm'","dB(S(1,1)) [] - L0='27.5mm' W0='37mm'","dB(S(1,1)) [] - L0='27.6mm' W0='37mm'","dB(S(1,1)) [] - L0='27.7mm' W0='37mm'","dB(S(1,1)) [] - L0='27.8mm' W0='37mm'","dB(S(1,1)) [] - L0='27.9mm' W0='37mm'","dB(S(1,1)) [] - L0='28mm' W0='37mm'","dB(S(1,1)) [] - L0='28.1mm' W0='37mm'","dB(S(1,1)) [] - L0='28.2mm' W0='37mm'","dB(S(1,1)) [] - L0='28.3mm' W0='37mm'","dB(S(1,1)) [] - L0='28.4mm' W0='37mm'","dB(S(1,1)) [] - L0='28.5mm' W0='37mm'","dB(S(1,1)) [] - L0='27.5mm' W0='37.5mm'","dB(S(1,1)) [] - L0='27.6mm' W0='37.5mm'","dB(S(1,1)) [] - L0='27.7mm' W0='37.5mm'","dB(S(1,1)) [] - L0='27.8mm' W0='37.5mm'","dB(S(1,1)) [] - L0='27.9mm' W0='37.5mm'","dB(S(1,1)) [] - L0='28mm' W0='37.5mm'","dB(S(1,1)) [] - L0='28.1mm' W0='37.5mm'","dB(S(1,1)) [] - L0='28.2mm' W0='37.5mm'","dB(S(1,1)) [] - L0='28.3mm' W0='37.5mm'","dB(S(1,1)) [] - L0='28.4mm' W0='37.5mm'","dB(S(1,1)) [] - L0='28.5mm' W0='37.5mm'","dB(S(1,1)) [] - L0='27.5mm' W0='38mm'","dB(S(1,1)) [] - L0='27.6mm' W0='38mm'","dB(S(1,1)) [] - L0='27.7mm' W0='38mm'","dB(S(1,1)) [] - L0='27.8mm' W0='38mm'","dB(S(1,1)) [] - L0='27.9mm' W0='38mm'","dB(S(1,1)) [] - L0='28mm' W0='38mm'","dB(S(1,1)) [] - L0='28.1mm' W0='38mm'","dB(S(1,1)) [] - L0='28.2mm' W0='38mm'","dB(S(1,1)) [] - L0='28.3mm' W0='38mm'","dB(S(1,1)) [] - L0='28.4mm' W0='38mm'","dB(S(1,1)) [] - L0='28.5mm' W0='38mm'","dB(S(1,1)) [] - L0='27.5mm' W0='38.5mm'","dB(S(1,1)) [] - L0='27.6mm' W0='38.5mm'","dB(S(1,1)) [] - L0='27.7mm' W0='38.5mm'","dB(S(1,1)) [] - L0='27.8mm' W0='38.5mm'","dB(S(1,1)) [] - L0='27.9mm' W0='38.5mm'","dB(S(1,1)) [] - L0='28mm' W0='38.5mm'","dB(S(1,1)) [] - L0='28.1mm' W0='38.5mm'","dB(S(1,1)) [] - L0='28.2mm' W0='38.5mm'","dB(S(1,1)) [] - L0='28.3mm' W0='38.5mm'","dB(S(1,1)) [] - L0='28.4mm' W0='38.5mm'","dB(S(1,1)) [] - L0='28.5mm' W0='38.5mm'","dB(S(1,1)) [] - L0='27.5mm' W0='39mm'","dB(S(1,1)) [] - L0='27.6mm' W0='39mm'","dB(S(1,1)) [] - L0='27.7mm' W0='39mm'","dB(S(1,1)) [] - L0='27.8mm' W0='39mm'","dB(S(1,1)) [] - L0='27.9mm' W0='39mm'","dB(S(1,1)) [] - L0='28mm' W0='39mm'","dB(S(1,1)) [] - L0='28.1mm' W0='39mm'","dB(S(1,1)) [] - L0='28.2mm' W0='39mm'","dB(S(1,1)) [] - L0='28.3mm' W0='39mm'","dB(S(1,1)) [] - L0='28.4mm' W0='39mm'","dB(S(1,1)) [] - L0='28.5mm' W0='39mm'","dB(S(1,1)) [] - L0='27.5mm' W0='39.5mm'","dB(S(1,1)) [] - L0='27.6mm' W0='39.5mm'","dB(S(1,1)) [] - L0='27.7mm' W0='39.5mm'","dB(S(1,1)) [] - L0='27.8mm' W0='39.5mm'","dB(S(1,1)) [] - L0='27.9mm' W0='39.5mm'","dB(S(1,1)) [] - L0='28mm' W0='39.5mm'","dB(S(1,1)) [] - L0='28.1mm' W0='39.5mm'","dB(S(1,1)) [] - L0='28.2mm' W0='39.5mm'","dB(S(1,1)) [] - L0='28.3mm' W0='39.5mm'","dB(S(1,1)) [] - L0='28.4mm' W0='39.5mm'","dB(S(1,1)) [] - L0='28.5mm' W0='39.5mm'","dB(S(1,1)) [] - L0='27.5mm' W0='40mm'","dB(S(1,1)) [] - L0='27.6mm' W0='40mm'","dB(S(1,1)) [] - L0='27.7mm' W0='40mm'","dB(S(1,1)) [] - L0='27.8mm' W0='40mm'","dB(S(1,1)) [] - L0='27.9mm' W0='40mm'","dB(S(1,1)) [] - L0='28mm' W0='40mm'","dB(S(1,1)) [] - L0='28.1mm' W0='40mm'","dB(S(1,1)) [] - L0='28.2mm' W0='40mm'","dB(S(1,1)) [] - L0='28.3mm' W0='40mm'","dB(S(1,1)) [] - L0='28.4mm' W0='40mm'","dB(S(1,1)) [] - L0='28.5mm' W0='40mm'"
1.5,-0.125412460441304,-0.125243475819419,-0.125210446034573,-0.12503183364729,-0.124731404079475,-0.124850510388969,-0.125415691303921,-0.124858729405404,-0.123761515288163,-0.12485883464997,-0.124162612257512,-0.133149009680648,-0.133427947116639,-0.132348782452663,-0.131282660017419,-0.132004402384167,-0.132339097400829,-0.131730179363896,-0.131538066642012,-0.132564294663134,-0.131585736226657,-0.131704916943429,-0.139684990603043,-0.140089762142754,-0.140286645318983,-0.139751372298748,-0.140345248785295,-0.139892556884575,-0.139514621860419,-0.139225872322552,-0.139536571655657,-0.139084574432673,-0.139311774351692,-0.149256264761892,-0.148951713480604,-0.147895638553707,-0.148728969971063,-0.147414299468686,-0.147885151623657,-0.148748702324173,-0.148306650558321,-0.147931641448186,-0.146711031520073,-0.147009423817185,-0.159283850418435,-0.159683780834431,-0.159566118587324,-0.160076185230564,-0.157860574202188,-0.160148849773002,-0.159837521395537,-0.159758047257606,-0.159516101770752,-0.159807116969681,-0.156707417474102,-0.171495846113107,-0.171957715112516,-0.170946532086533,-0.173882089739463,-0.170161050200513,-0.170756989082589,-0.169517619851768,-0.169663725369698,-0.170633980993475,-0.171551711043235,-0.169742519430223,-0.185818037019967,-0.18398162985983,-0.185338675126342,-0.184868799444471,-0.184743970693452,-0.183184290296506,-0.183237836328679,-0.183422458264401,-0.184172467355391,-0.183770282174037,-0.185750988504773,-0.201546589634899,-0.201489972652058,-0.199968122799106,-0.20205719666906,-0.202191428357247,-0.198870904808624,-0.200758391613611,-0.201441155291812,-0.19886446567037,-0.204945083973307,-0.199250327179606,-0.221401486612805,-0.22201871500828,-0.220160163367673,-0.217995414582928,-0.216807854459303,-0.220643474252614,-0.218538173913421,-0.222952609053919,-0.219546796875369,-0.219607011290334,-0.217873228181182,-0.242617739892469,-0.244489621541301,-0.24019755939814,-0.239248942506817,-0.239223101141973,-0.243551196669857,-0.242185304016915,-0.242340698005289,-0.240269068352044,-0.2438062704022,-0.239979986003449,-0.268521232245503,-0.267333409221735,-0.271634897853077,-0.266752271883449,-0.268201193630678,-0.266163925727644,-0.267244044652111,-0.26890348070285,-0.266772604763728,-0.269343723465335,-0.266796646141613
1.51,-0.130235949282403,-0.130063055298267,-0.130029796326476,-0.129848981773661,-0.129543788704818,-0.129690691066819,-0.130286342279095,-0.129704317967191,-0.128541179221654,-0.129728898767107,-0.128984524805202,-0.138620572036118,-0.138931215560904,-0.137797336278847,-0.136648884435769,-0.137425737517456,-0.137808506991765,-0.137154689265324,-0.136958036961672,-0.13808181341353,-0.137034847997432,-0.137165370651889,-0.145763668910483,-0.146208532564305,-0.146424146629969,-0.145863930360788,-0.146533043113694,-0.146039534468253,-0.145651893626188,-0.145326936867072,-0.145690534319203,-0.14518324990759,-0.14546916347716,-0.156228709782951,-0.155908570800125,-0.154777473564067,-0.155684494446258,-0.15426227574557,-0.154785995473883,-0.15574347138361,-0.155282862074816,-0.154889510931835,-0.153569845603269,-0.153906636303765,-0.167234469784362,-0.167672995485051,-0.167575380366678,-0.168126737560914,-0.165734437377551,-0.168260588274341,-0.167925416885235,-0.167823532039423,-0.167604244100444,-0.167939428155965,-0.164560449552396,-0.180665367749233,-0.18118788855901,-0.180111539521926,-0.183362543129833,-0.179290409853177,-0.17997100881829,-0.178607899395515,-0.178777824808798,-0.179877053874063,-0.180932116731002,-0.178943178925065,-0.196504252875608,-0.194500899874847,-0.196035584732602,-0.195519222465176,-0.195386664325314,-0.193695438641034,-0.193812088409172,-0.194028565087968,-0.194849954073619,-0.194423939287577,-0.196637873431837,-0.214005079997283,-0.21399887789675,-0.212290641497471,-0.214638974360418,-0.214803379541895,-0.211165872750745,-0.213259847194749,-0.2140640706505,-0.211221102167943,-0.218022368756683,-0.211715528886892,-0.236259749910334,-0.236943865884992,-0.234862285947956,-0.232484322643169,-0.231233896072116,-0.235474606606967,-0.233173887583752,-0.238183141772199,-0.234330112930167,-0.23444335945206,-0.23256366552371,-0.260176686537682,-0.262317494469256,-0.257506825167627,-0.256444060212149,-0.256449276156297,-0.261376051644449,-0.259848366070803,-0.260091468203706,-0.257745271244055,-0.261779887014233,-0.257477912822797,-0.289506429826641,-0.288179596130371,-0.293156906860467,-0.287655433867379,-0.289333687827564,-0.286982134046774,-0.288345522526602,-0.290232789588161,-0.287841422698641,-0.29080444223494,-0.287994421108235
1.52,-0.135383021734834,-0.135206357245784,-0.135172491192876,-0.134989385848507,-0.134679600490809,-0.134857106615411,-0.135484820531256,-0.134876307711884,-0.133641708788299,-0.134927807982005,-0.134130918315285,-0.144477641010139,-0.144822988216066,-0.143630447166004,-0.142391708505696,-0.143228383450321,-0.143664384503218,-0.142961560503519,-0.142760029155031,-0.143991223000266,-0.142869493104133,-0.143012098128764,-0.152290851056245,-0.152779760432904,-0.153015531424013,-0.152428656832661,-0.15318154408338,-0.152642397818522,-0.152245144793383,-0.15187909495632,-0.152301662982266,-0.151733293190273,-0.152085161025176,-0.16374605017695,-0.163408884337702,-0.162195260889915,-0.163183906319348,-0.161642379815592,-0.162225000478626,-0.163285723786911,-0.162805241590837,-0.162393544420441,-0.160964483858892,-0.161343837339309,-0.175840299878451,-0.176321435654701,-0.176247414882394,-0.176843887988722,-0.174256288710769,-0.1770481376972,-0.17668703279331,-0.176558616411101,-0.176367364844405,-0.176752750312327,-0.173062019889324,-0.190634836860361,-0.191225611566383,-0.190078021185418,-0.193683605699325,-0.189218916194927,-0.189995534735361,-0.188492948444158,-0.188691367248166,-0.189936888908572,-0.191148596870163,-0.188957505928878,-0.208182979140144,-0.205992528062949,-0.207729363297196,-0.207160483340392,-0.207019143990653,-0.205180868127225,-0.205373192129946,-0.205626272716158,-0.206527392421376,-0.206075809738276,-0.208554208551308,-0.227696240278402,-0.227750886367922,-0.225829480560063,-0.228473340758509,-0.22867357880467,-0.224678447845721,-0.227007548660595,-0.227952190196212,-0.224808285985342,-0.232432576607533,-0.225429733807874,-0.252701040693355,-0.253461236730664,-0.251122829193993,-0.248502607965556,-0.247186055373639,-0.251887850049903,-0.249367771076198,-0.255066311996233,-0.250694622503197,-0.250870869270516,-0.248828792608906,-0.279739050336258,-0.282193104057364,-0.276783924880418,-0.275588663106178,-0.275633249907359,-0.281257790130536,-0.279543197736677,-0.279893475301939,-0.277228077709881,-0.281840605298169,-0.276989584106943,-0.313059776305446,-0.311571892702952,-0.317349193609877,-0.311127058817519,-0.313076136693554,-0.310351441852849,-0.312060746841302,-0.31421348053496,-0.311520853121138,-0.314946249235896,-0.311836201796763
1.53,-0.140880082174535,-0.14069982070181,-0.140664948252844,-0.140479448054715,-0.14016528870808,-0.140376532263023,-0.141038028635568,-0.140401502312781,-0.139089293587533,-0.140482669985852,-0.1396284226341,-0.150753742841007,-0.151137151638139,-0.149881637762672,-0.14854367110335,-0.149445416929152,-0.149940477582203,-0.149184067632115,-0.14897729798351,-0.150326961158584,-0.149123349220478,-0.149278835306098,-0.159307782712233,-0.159845222713965,-0.160102710453673,-0.159487320272043,-0.160333676984993,-0.159743397701913,-0.159336736874511,-0.15892399830938,-0.159412413085022,-0.158776397342741,-0.15920248614777,-0.171862029983863,-0.171506254323648,-0.170201625511569,-0.171280939474916,-0.169606757016778,-0.170255168674614,-0.171429781842584,-0.170928011175568,-0.170497921591249,-0.1689477765768,-0.169374400701809,-0.185170284181559,-0.185698604040104,-0.185652325457641,-0.186298215543617,-0.183494247874506,-0.186583596266967,-0.1861941301017,-0.186034339608767,-0.185877557299293,-0.186320048444435,-0.182280486204769,-0.201494055341398,-0.202161857750116,-0.200936250286745,-0.204941447390429,-0.200036674849075,-0.200922506027452,-0.199262308590162,-0.19949466465699,-0.200906565090592,-0.202297377028772,-0.199878314966635,-0.220973761874139,-0.218572980831337,-0.220540587823791,-0.219912181632209,-0.219760906857581,-0.217757734421742,-0.218040572414246,-0.21833586237875,-0.219326345731478,-0.218847366486089,-0.221626572481854,-0.242779169307358,-0.242907268077254,-0.240741290827883,-0.243723145648091,-0.243965981358349,-0.239565986538942,-0.242163846923204,-0.243271342896985,-0.23978620711834,-0.248353621856575,-0.240556541199769,-0.270946706703584,-0.271793872831504,-0.269158582422005,-0.266262057139204,-0.264876097379489,-0.270104876107202,-0.26733777816327,-0.273838282877783,-0.268862710957929,-0.269113935988473,-0.26689059563056,-0.301606254709623,-0.304426723041236,-0.298323792100336,-0.296973965093294,-0.297068382949807,-0.303509781368523,-0.301578378312424,-0.302059835159292,-0.299021812900246,-0.304309199299338,-0.298821175793363,-0.339597186251249,-0.33792195337945,-0.34465068596732,-0.337585088554796,-0.33985558652922,-0.336685825599021,-0.338818985386268,-0.341282634012113,-0.33824000846994,-0.342213684866273,-0.338759820458255
1.54,-0.1467562912164,-0.146572647932169,-0.146536346923189,-0.146348330528314,-0.146030071451362,-0.146278553909001,-0.146975694733336,-0.146309522477398,-0.1449128600131,-0.146423451836705,-0.145506465971904,-0.157486127120559,-0.157911366473192,-0.156588161714739,-0.155140901815457,-0.156113579883771,-0.156674298079154,-0.155859185238206,-0.155646797165859,-0.157127336667335,-0.155833855358233,-0.156003086892112,-0.166860542436067,-0.167451613592508,-0.167732527907399,-0.167086608453596,-0.168037467913988,-0.167389777725423,-0.166974051748663,-0.166508204673354,-0.167070268572736,-0.166359172214502,-0.166868939172128,-0.180637135211637,-0.180261008660102,-0.178855770709878,-0.180036087514191,-0.178214060003095,-0.178936150559265,-0.180236823450526,-0.179712242855245,-0.179263673069876,-0.177579196665207,-0.178058428245778,-0.195302576839749,-0.195883308559076,-0.195869633103982,-0.19656979094507,-0.193525534193257,-0.196948836258212,-0.196528192175799,-0.196331324499862,-0.196216715683943,-0.19672424681625,-0.192293380284331,-0.213345611300921,-0.214100601380228,-0.212789405654358,-0.217246197771674,-0.211846687726227,-0.212857103451176,-0.211018333572069,-0.21129100127354,-0.21289265434902,-0.214488774965295,-0.2118118934027,-0.235014404278672,-0.232376414257272,-0.234608336252949,-0.233912227795778,-0.23374975555211,-0.231561071315305,-0.231952012320459,-0.232296154065741,-0.233387158818329,-0.232878873366127,-0.236001332064498,-0.259438991989155,-0.259655818975095,-0.257208303901786,-0.260578082969028,-0.260871646958747,-0.256011653064374,-0.258917941373992,-0.26021495987652,-0.25634154412545,-0.265993599608129,-0.257286793214311,-0.291257318438848,-0.29220442526323,-0.289224561218429,-0.286011640793707,-0.284553064049872,-0.290386759374803,-0.287340563687711,-0.294778083521176,-0.289096483190064,-0.289437140913237,-0.287010826613496,-0.326137206417093,-0.329388213526461,-0.322477398291893,-0.320946346926743,-0.321103801066307,-0.328505967236525,-0.326321962307091,-0.326964340506205,-0.323489415553198,-0.329569018795395,-0.323338007963317,-0.369619936359956,-0.367725808904995,-0.375591821094437,-0.36753374092829,-0.370187738509044,-0.366484486214725,-0.369139012807366,-0.371968798362829,-0.36851759079773,-0.373144923912176,-0.369295267304139
1.55,-0.15304391264988,-0.152857152628803,-0.152818976748899,-0.152628303454415,-0.152306285336683,-0.152595924222687,-0.153330730823354,-0.152633163420412,-0.151144416545059,-0.15278334437625,-0.151797630221525,-0.16471626610678,-0.165187575217216,-0.163791505396595,-0.162223599505756,-0.163273770123704,-0.163907629634097,-0.163028085312283,-0.162809676882576,-0.164435055816943,-0.163042719968622,-0.163226635643017,-0.175000726000921,-0.175651244230419,-0.175957463617173,-0.175278829053903,-0.17634677723981,-0.175634488176745,-0.175210211728042,-0.174683877123739,-0.175328462810452,-0.174533846312118,-0.175138133546391,-0.190139617057492,-0.189741224861429,-0.188224473227646,-0.189517633310488,-0.187530431817123,-0.188335255080715,-0.189775930590606,-0.189226907630849,-0.188759730211031,-0.18692587180643,-0.187463777870336,-0.206326033274054,-0.206965171824525,-0.206989809804954,-0.207749723763521,-0.204437940225627,-0.208237110904163,-0.207782022077694,-0.207541345072694,-0.207478151754913,-0.208059878502425,-0.203188901630231,-0.226307085608573,-0.227161069663941,-0.225755809263505,-0.230724403789142,-0.224767091906094,-0.225920063381336,-0.223878413869927,-0.224198894915408,-0.226017596305955,-0.22784970741317,-0.224880376706419,-0.250464349015275,-0.247557933390397,-0.250093632608172,-0.249320245301017,-0.249145201941583,-0.246747102656317,-0.247267079492585,-0.247667976711208,-0.248872482717221,-0.248332916668672,-0.25184840211422,-0.277892026929751,-0.278216158495914,-0.27544340398779,-0.279260064282918,-0.279614182337381,-0.274229561027852,-0.277491275003489,-0.279009659103016,-0.274692788646878,-0.285597012260856,-0.275844091735645,-0.313941111530165,-0.315003695054977,-0.311622196017236,-0.30804544594212,-0.306511248976228,-0.313042490809392,-0.309679839869328,-0.318217076856043,-0.311706393150931,-0.312154006159106,-0.309499672289974,-0.353761620188068,-0.357520937945633,-0.349664695832581,-0.347920060828844,-0.348157285686993,-0.356695103309434,-0.354215424274822,-0.355055769487845,-0.351066178366809,-0.358080853430171,-0.350978454321595,-0.403735961543771,-0.401584895198605,-0.410817749166867,-0.401585174893943,-0.404699339800204,-0.400353192366694,-0.403651828929853,-0.406915289115312,-0.402984669218107,-0.408395795019083,-0.404088326532051
1.56,-0.159778711928952,-0.159589159916265,-0.159548637618553,-0.159355145021539,-0.159029787376225,-0.159364972041899,-0.160139644742463,-0.159408805952646,-0.157819450543059,-0.159599181564918,-0.158538059639674,-0.172490433060576,-0.173012590611934,-0.171537969296516,-0.169836586183349,-0.170971609609763,-0.171687116109036,-0.170736713598069,-0.170511860341046,-0.172297833518548,-0.170796510170529,-0.17099613298973,-0.183786245035447,-0.184502860037367,-0.184836453229817,-0.184122728146474,-0.185322157618249,-0.184537020367959,-0.184104921606805,-0.183509601091877,-0.184246821579805,-0.183359087049089,-0.184070352406365,-0.200446698319633,-0.200023935170378,-0.198383256103111,-0.199802863669487,-0.197630664282831,-0.198528640793129,-0.200125327167769,-0.199550114255318,-0.199064164927007,-0.197063778853837,-0.197667277101685,-0.218341985419669,-0.219046429578446,-0.219116106441501,-0.21994200727032,-0.216331587090324,-0.2205549732897,-0.220061649838238,-0.219769196684099,-0.219768526527928,-0.220435057883991,-0.215067698507936,-0.240513707750552,-0.241480455515991,-0.239971621755609,-0.245521998364079,-0.238933857466417,-0.240250469486098,-0.237977657564644,-0.238354824050419,-0.240422567046716,-0.242526724110326,-0.239224618839659,-0.267508800202785,-0.264297560473975,-0.267183649752416,-0.266321719178566,-0.266132618441194,-0.263497279042249,-0.264171308304769,-0.26463840610549,-0.26597158133579,-0.265398721414554,-0.269365849923626,-0.298392165505592,-0.298846276623072,-0.295696387377236,-0.300029862695049,-0.30045647475295,-0.294471125453006,-0.298144210889552,-0.29992216605889,-0.29509683549577,-0.30745251556226,-0.296491636864791,-0.339364575124962,-0.340561354528864,-0.336709592587957,-0.332712607509605,-0.331100188247238,-0.3384396647162,-0.334716865921211,-0.34455090147429,-0.337062090812819,-0.33763800519651,-0.334726659196117,-0.384996991513357,-0.389359505569576,-0.380391092550836,-0.378393391989013,-0.378731685841863,-0.388618957176495,-0.385791468688657,-0.386876184367221,-0.38227729848863,-0.390401973773041,-0.382271722314293,-0.442687422031378,-0.440233270669124,-0.451118485456917,-0.440487582645379,-0.444157255908581,-0.439031938474377,-0.443130193824818,-0.446910503443705,-0.442414306331839,-0.448771087538881,-0.443931386443952
1.57,-0.167000415049397,-0.166808467052473,-0.16676510077891,-0.166568602146583,-0.166240418013073,-0.166626074276369,-0.167443015120806,-0.166676890469381,-0.164977385409412,-0.166911924293916,-0.165767932148564,-0.180860374031734,-0.181438779449446,-0.179879343647302,-0.178029949842921,-0.179258104453449,-0.180064945730914,-0.179036459400493,-0.178804713908405,-0.180769104774562,-0.17914733706703,-0.179363786033049,-0.193282261998124,-0.194072598226534,-0.194435849210215,-0.19368444936865,-0.195031860964203,-0.194164384967008,-0.193725456555699,-0.193051342005654,-0.193892752034126,-0.19290096243933,-0.193733554281504,-0.211646000843156,-0.211196552746203,-0.209417775791611,-0.210979507519833,-0.208599567818992,-0.20960272570652,-0.211373845715384,-0.210770577431786,-0.210265659319872,-0.208079158391009,-0.208756161026988,-0.231466364336924,-0.232244081953935,-0.23236674074478,-0.233265727127739,-0.229321023762531,-0.23402457721373,-0.23348861919009,-0.233134936623658,-0.233210168111639,-0.233973849196621,-0.22804500032037,-0.25612156661911,-0.257217199531038,-0.255594104239391,-0.261807902484979,-0.254504052951458,-0.256009135944103,-0.253472135620598,-0.253916531532315,-0.256270960747733,-0.258689697362493,-0.255007677158705,-0.28636377190584,-0.282805090175956,-0.2860968622496,-0.285133080190192,-0.284928326546846,-0.282023222574968,-0.282881330381602,-0.283425966941923,-0.284905620614196,-0.284297453997427,-0.288785564107589,-0.321238790345639,-0.321850670932507,-0.318261730831771,-0.323195374251641,-0.323709070621273,-0.317032954704287,-0.321184341893011,-0.323267940016057,-0.317857186265997,-0.331902613260048,-0.319540753462323,-0.367965816076427,-0.369319486435537,-0.364914469844319,-0.360429821081171,-0.358737256525442,-0.367017980697355,-0.36288370061295,-0.374254635198458,-0.365606145527856,-0.36633650140423,-0.363134462493632,-0.420470370181401,-0.425552574718179,-0.415268569967415,-0.412969362835579,-0.413435962643465,-0.42493573373741,-0.421696942121996,-0.423084506082327,-0.417760459366825,-0.427210706097662,-0.417860749348635,-0.487386668394954,-0.484573120708812,-0.497468408442466,-0.485161907187812,-0.489506522917878,-0.48343107193532,-0.488527339853894,-0.492927686490076,-0.487760411427367,-0.495265698217741,-0.489803939646054
1.58,-0.174753238363498,-0.174559375441911,-0.17451264130113,-0.17431292262144,-0.173982536053756,-0.174424201326436,-0.175286040421058,-0.17448246494678,-0.172662108725348,-0.174767220123608,-0.173532004340899,-0.189884090507519,-0.190524859630181,-0.188873695927264,-0.186859792763557,-0.188190413728054,-0.189099648913686,-0.187984936344787,-0.187745828343154,-0.189908855548941,-0.188153655247063,-0.188388159069542,-0.203562288325055,-0.204435113434972,-0.204830550577262,-0.204038661659174,-0.205553024238992,-0.204592262998482,-0.204147825029207,-0.203383571483032,-0.204342406793009,-0.203234072402937,-0.204204557941354,-0.22383724071576,-0.223358565720299,-0.221425468759189,-0.223147445117503,-0.220533597215312,-0.221655862190869,-0.223622671819994,-0.222989364514278,-0.222465254324887,-0.220070196343101,-0.220829782506832,-0.24583224863484,-0.246692477459296,-0.246877527137358,-0.247857716762784,-0.243537748177911,-0.248786447842374,-0.248202740970602,-0.247776579676989,-0.247943864848504,-0.248819123059434,-0.242253181410204,-0.273311510038464,-0.274554979001971,-0.272805583738076,-0.279778416871571,-0.271659816405749,-0.273382726991585,-0.270542828882113,-0.271067045916648,-0.27375263551098,-0.276536330927483,-0.272419063963552,-0.307282303462857,-0.303326060688875,-0.307089397346168,-0.306007968259446,-0.305785866955153,-0.302572815637704,-0.303651201985363,-0.304287052498435,-0.305934199271122,-0.305288771774858,-0.310380272267915,-0.346786661862539,-0.347590519289153,-0.343488288725354,-0.349121951348301,-0.349740663290065,-0.342266713467049,-0.346976895075339,-0.349421991686295,-0.343334223069862,-0.359355867061241,-0.345361587624188,-0.400271538034759,-0.401809795000268,-0.396750580781918,-0.391697210947983,-0.389923652483381,-0.399306416253857,-0.394700058227835,-0.407902184656647,-0.397871526946178,-0.398788514117313,-0.395256512296215,-0.460946498769518,-0.466892369423274,-0.455042953499198,-0.452382451858438,-0.453012373954897,-0.466450458033398,-0.462722533200142,-0.464487119386852,-0.458295108679284,-0.469338396912104,-0.458531914806488,-0.53896354365895,-0.535721450164711,-0.551078433540273,-0.536750231666049,-0.541920569951146,-0.534678873047544,-0.541028143288272,-0.546177541156989,-0.540209130755543,-0.549119179765608,-0.542926286988503
